-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,16,-1,-1,16,-1,-1,-1,-1,16,-1,-1,16,-1,-1,-1,16,-1,-1,16,-1
-1,-1,6,6,-1,-1,-1,-1,-1,-1,7,16,-1,-1,-1,-1,-1,8,8,-1,-1
-1,-1,6,6,-1,-1,-1,-1,-1,-1,16,9,-1,-1,-1,-1,-1,8,8,-1,-1
-1,16,-1,-1,16,-1,-1,-1,-1,16,-1,-1,16,-1,-1,-1,16,-1,-1,16,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,22,22,22,12,12,12,12,22,22,12,12,22,22,12,12,12,12,22,22,22
