21,21,21,21,21,21,21,21,21,21,21,21,21,14,14,-1,-1,-1,-1,-1,-1
21,22,22,22,22,22,22,22,22,21,22,22,22,21,21,-1,-1,12,22,-1,-1
21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1,22,21,-1,21
21,22,12,-1,-1,-1,-1,-1,-1,12,22,22,22,21,22,-1,-1,22,22,-1,-1
21,22,-1,-1,-1,16,-1,-1,-1,-1,22,22,22,22,22,-1,22,22,22,-1,-1
21,22,-1,-1,22,22,22,22,-1,-1,22,22,22,22,22,-1,-1,22,22,-1,-1
21,22,-1,-1,22,22,22,22,-1,-1,22,21,22,22,22,22,-1,22,22,-1,-1
22,22,22,-1,22,22,21,22,-1,-1,-1,22,22,22,12,-1,-1,22,22,8,8
9,-1,-1,-1,-1,22,22,22,12,-1,-1,-1,-1,-1,-1,-1,-1,22,22,8,8
-1,13,-1,-1,12,22,22,22,22,22,22,22,22,22,22,22,22,21,22,8,8
-1,-1,-1,-1,-1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
